meter_id,consumer_id,region,consumer_type,expected_monthly_kwh,actual_monthly_kwh,usage_ratio,night_usage_ratio,voltage_variance,billing_disputes_1y,is_theft_flag_ground_truth
MTR-000752,CUS-000752,Faisalabad,Residential,164.9,149.2,0.905,0.442,3.56,1,0
MTR-001978,CUS-001978,Rawalpindi,Commercial,1201.7,1413.8,1.176,0.377,2.1,0,0
MTR-002947,CUS-002947,Karachi,Residential,167.5,202.4,1.208,0.242,2.55,0,0
MTR-002410,CUS-002410,Multan,Residential,233.4,204.1,0.874,0.296,2.47,0,0
MTR-001517,CUS-001517,Lahore,Residential,117.2,122.8,1.048,0.423,2.22,0,0
MTR-002997,CUS-002997,Rawalpindi,Residential,204.3,181.8,0.89,0.206,1.23,0,0
MTR-002273,CUS-002273,Karachi,Residential,167.2,153.6,0.919,0.363,3.87,0,0
MTR-001389,CUS-001389,Karachi,Residential,157.7,118.9,0.754,0.184,1.97,1,0
MTR-001266,CUS-001266,Multan,Residential,178.3,223.9,1.256,0.435,2.53,2,0
MTR-002466,CUS-002466,Islamabad,Commercial,926.6,1048.7,1.132,0.266,2.25,0,0
MTR-001711,CUS-001711,Peshawar,Residential,169.7,156.4,0.922,0.478,0.1,0,0
MTR-000771,CUS-000771,Peshawar,Residential,176.6,182.6,1.034,0.438,0.96,0,0
MTR-002802,CUS-002802,Islamabad,Commercial,1027.3,978.0,0.952,0.291,2.11,0,0
MTR-001807,CUS-001807,Faisalabad,Residential,199.2,221.8,1.114,0.242,1.15,0,0
MTR-002685,CUS-002685,Rawalpindi,Residential,172.3,165.2,0.959,0.316,2.4,0,0
MTR-001085,CUS-001085,Karachi,Residential,187.4,183.0,0.977,0.286,1.09,0,0
MTR-002257,CUS-002257,Islamabad,Residential,189.0,174.0,0.921,0.268,2.02,0,0
MTR-001532,CUS-001532,Faisalabad,Residential,114.2,122.5,1.072,0.167,0.29,0,0
MTR-001325,CUS-001325,Islamabad,Industrial,4231.2,5353.0,1.265,0.259,2.84,0,0
MTR-002119,CUS-002119,Peshawar,Residential,291.2,281.3,0.966,0.211,2.45,1,0
MTR-001812,CUS-001812,Rawalpindi,Industrial,7095.5,6843.7,0.965,0.344,2.5,0,0
MTR-001714,CUS-001714,Rawalpindi,Commercial,971.0,968.1,0.997,0.379,1.91,1,0
MTR-002034,CUS-002034,Multan,Residential,189.9,195.8,1.031,0.359,1.3,1,0
MTR-002423,CUS-002423,Lahore,Commercial,633.6,610.9,0.964,0.327,3.58,0,0
MTR-002434,CUS-002434,Islamabad,Residential,140.1,133.5,0.953,0.232,3.67,0,0
MTR-001681,CUS-001681,Rawalpindi,Industrial,6055.3,6115.3,1.01,0.316,1.93,0,0
MTR-002227,CUS-002227,Faisalabad,Residential,139.9,110.5,0.79,0.363,1.43,1,0
MTR-001163,CUS-001163,Peshawar,Residential,217.8,203.5,0.934,0.253,0.27,0,0
MTR-000963,CUS-000963,Rawalpindi,Residential,247.0,187.7,0.76,0.31,2.23,0,0
MTR-002902,CUS-002902,Islamabad,Residential,224.1,210.9,0.941,0.288,1.33,0,0
MTR-001662,CUS-001662,Karachi,Industrial,4317.4,3826.1,0.886,0.433,1.52,0,0
MTR-000398,CUS-000398,Rawalpindi,Residential,103.1,16.9,0.163,0.817,8.34,3,1
MTR-000584,CUS-000584,Islamabad,Residential,179.5,163.7,0.912,0.349,1.04,0,0
MTR-000948,CUS-000948,Peshawar,Residential,127.5,121.9,0.956,0.163,3.92,1,0
MTR-000704,CUS-000704,Faisalabad,Residential,217.8,161.7,0.742,0.314,0.98,0,0
MTR-000431,CUS-000431,Karachi,Industrial,5480.7,6153.1,1.123,0.288,0.1,0,0
MTR-000292,CUS-000292,Faisalabad,Residential,204.6,177.9,0.87,0.287,1.34,0,0
MTR-000145,CUS-000145,Karachi,Commercial,685.7,646.0,0.942,0.175,2.36,0,0
MTR-000323,CUS-000323,Peshawar,Residential,16.4,17.9,1.093,0.213,2.14,0,0
MTR-002108,CUS-002108,Rawalpindi,Residential,202.5,221.5,1.094,0.295,2.18,0,0
MTR-001165,CUS-001165,Peshawar,Residential,259.3,224.7,0.867,0.389,1.72,1,0
MTR-001452,CUS-001452,Lahore,Residential,249.7,265.5,1.063,0.253,1.5,1,0
MTR-000002,CUS-000002,Multan,Residential,193.4,166.7,0.862,0.268,0.76,0,0
MTR-000576,CUS-000576,Peshawar,Residential,164.5,169.1,1.028,0.442,2.13,0,0
MTR-002657,CUS-002657,Peshawar,Residential,115.8,104.9,0.906,0.276,3.06,0,0
MTR-000339,CUS-000339,Karachi,Commercial,923.4,810.9,0.878,0.29,2.01,0,0
MTR-002539,CUS-002539,Faisalabad,Residential,119.5,120.0,1.004,0.291,1.24,0,0
MTR-002935,CUS-002935,Lahore,Residential,33.9,31.0,0.913,0.192,2.15,1,0
MTR-000925,CUS-000925,Lahore,Industrial,4787.4,5947.1,1.242,0.346,3.46,0,0
MTR-000265,CUS-000265,Multan,Residential,215.3,199.3,0.926,0.248,1.8,0,0
MTR-000376,CUS-000376,Multan,Residential,232.5,199.2,0.857,0.298,0.76,1,0
MTR-002022,CUS-002022,Islamabad,Commercial,1401.3,1250.2,0.892,0.336,2.22,0,0
MTR-001463,CUS-001463,Rawalpindi,Residential,178.4,178.0,0.998,0.455,2.59,1,0
MTR-000271,CUS-000271,Multan,Residential,178.2,180.6,1.013,0.195,2.87,0,0
MTR-000696,CUS-000696,Multan,Residential,264.4,274.2,1.037,0.369,2.7,0,0
MTR-002973,CUS-002973,Peshawar,Residential,219.2,243.2,1.109,0.369,2.17,0,0
MTR-000244,CUS-000244,Peshawar,Residential,240.5,192.3,0.799,0.249,1.17,1,0
MTR-002813,CUS-002813,Karachi,Commercial,684.6,763.2,1.115,0.348,1.02,0,0
MTR-000476,CUS-000476,Islamabad,Residential,138.0,58.2,0.422,0.839,7.28,2,1
MTR-002785,CUS-002785,Peshawar,Residential,188.7,197.8,1.048,0.239,2.62,0,0
MTR-002843,CUS-002843,Peshawar,Residential,280.9,338.9,1.207,0.319,1.35,0,0
MTR-002298,CUS-002298,Islamabad,Residential,166.9,52.0,0.312,0.758,5.68,1,1
MTR-002448,CUS-002448,Multan,Commercial,838.7,754.2,0.899,0.343,1.11,0,0
MTR-002783,CUS-002783,Islamabad,Residential,268.4,235.4,0.877,0.362,3.56,1,0
MTR-002953,CUS-002953,Multan,Commercial,1160.9,1113.8,0.959,0.313,1.78,2,0
MTR-002982,CUS-002982,Faisalabad,Commercial,481.0,554.0,1.152,0.341,2.67,0,0
MTR-002159,CUS-002159,Lahore,Residential,87.3,75.6,0.866,0.227,3.58,0,0
MTR-000250,CUS-000250,Peshawar,Commercial,1147.4,1079.4,0.941,0.313,1.05,0,0
MTR-000413,CUS-000413,Lahore,Residential,59.2,66.1,1.117,0.262,2.76,0,0
MTR-000545,CUS-000545,Faisalabad,Residential,242.2,260.3,1.075,0.202,1.91,0,0
MTR-001193,CUS-001193,Peshawar,Residential,224.5,211.0,0.94,0.259,3.41,1,0
MTR-000738,CUS-000738,Karachi,Residential,136.2,132.8,0.975,0.322,1.21,0,0
MTR-000310,CUS-000310,Multan,Residential,170.4,189.1,1.11,0.335,2.21,0,0
MTR-001979,CUS-001979,Lahore,Residential,193.0,229.6,1.19,0.199,2.63,2,0
MTR-000893,CUS-000893,Lahore,Residential,139.4,167.9,1.204,0.225,1.32,0,0
MTR-001131,CUS-001131,Multan,Residential,109.0,127.0,1.166,0.358,1.79,0,0
MTR-001449,CUS-001449,Rawalpindi,Residential,165.1,33.1,0.201,0.861,6.67,2,1
MTR-002907,CUS-002907,Faisalabad,Residential,222.5,271.1,1.218,0.371,3.09,0,0
MTR-000015,CUS-000015,Lahore,Industrial,1723.8,1571.0,0.911,0.409,4.22,0,0
MTR-001950,CUS-001950,Peshawar,Industrial,3781.8,3032.5,0.802,0.343,3.58,0,0
MTR-000721,CUS-000721,Peshawar,Commercial,429.1,434.9,1.013,0.267,3.44,0,0
MTR-001420,CUS-001420,Rawalpindi,Residential,150.3,176.9,1.177,0.309,0.1,2,0
MTR-002633,CUS-002633,Karachi,Commercial,970.2,1047.5,1.08,0.433,2.13,0,0
MTR-000981,CUS-000981,Karachi,Industrial,3423.5,3393.2,0.991,0.521,2.06,0,0
MTR-001874,CUS-001874,Karachi,Residential,230.8,238.9,1.035,0.337,2.8,1,0
MTR-001539,CUS-001539,Peshawar,Residential,203.6,216.6,1.064,0.343,0.56,1,0
MTR-002530,CUS-002530,Karachi,Residential,232.0,236.1,1.018,0.358,2.73,1,0
MTR-001550,CUS-001550,Lahore,Residential,190.3,183.6,0.965,0.302,0.1,0,0
MTR-002422,CUS-002422,Multan,Residential,160.7,146.4,0.911,0.393,3.03,0,0
MTR-000363,CUS-000363,Karachi,Residential,245.9,249.2,1.013,0.381,0.35,0,0
MTR-002768,CUS-002768,Lahore,Residential,214.9,61.4,0.286,0.724,8.27,2,1
MTR-000182,CUS-000182,Rawalpindi,Residential,84.0,84.0,1.0,0.275,3.17,0,0
MTR-000985,CUS-000985,Karachi,Commercial,990.6,1114.9,1.126,0.178,1.67,0,0
MTR-001990,CUS-001990,Lahore,Residential,208.4,202.2,0.97,0.359,2.44,0,0
MTR-001194,CUS-001194,Faisalabad,Residential,225.6,220.0,0.975,0.317,2.0,0,0
MTR-001769,CUS-001769,Rawalpindi,Commercial,1471.7,1505.2,1.023,0.241,0.52,1,0
MTR-001675,CUS-001675,Peshawar,Residential,229.5,301.8,1.315,0.21,2.56,1,0
MTR-001121,CUS-001121,Islamabad,Residential,127.6,110.9,0.869,0.353,3.19,1,0
MTR-000187,CUS-000187,Lahore,Residential,181.0,204.7,1.131,0.172,1.68,0,0
MTR-000619,CUS-000619,Karachi,Residential,196.7,189.6,0.964,0.324,2.64,0,0
MTR-001612,CUS-001612,Lahore,Residential,224.8,223.2,0.993,0.367,1.12,1,0
MTR-001175,CUS-001175,Peshawar,Residential,149.1,125.6,0.843,0.344,2.92,0,0
MTR-001182,CUS-001182,Lahore,Residential,198.3,88.9,0.448,0.896,6.76,2,1
MTR-002384,CUS-002384,Islamabad,Residential,245.8,252.4,1.027,0.2,1.99,0,0
MTR-002715,CUS-002715,Karachi,Residential,272.2,293.7,1.079,0.347,2.47,0,0
MTR-000614,CUS-000614,Faisalabad,Residential,136.5,111.9,0.82,0.396,3.53,0,0
MTR-001513,CUS-001513,Islamabad,Commercial,1180.7,1089.7,0.923,0.254,2.53,0,0
MTR-001466,CUS-001466,Islamabad,Commercial,533.6,560.0,1.049,0.341,0.92,0,0
MTR-000401,CUS-000401,Peshawar,Residential,343.4,336.8,0.981,0.427,1.28,0,0
MTR-000994,CUS-000994,Lahore,Commercial,876.7,923.7,1.054,0.327,1.93,0,0
MTR-000934,CUS-000934,Islamabad,Commercial,527.7,660.9,1.252,0.268,2.5,0,0
MTR-000371,CUS-000371,Peshawar,Residential,220.0,233.3,1.061,0.383,0.84,1,0
MTR-001922,CUS-001922,Islamabad,Residential,72.8,68.9,0.946,0.241,2.35,0,0
MTR-002306,CUS-002306,Lahore,Residential,215.7,198.8,0.922,0.196,2.89,2,0
MTR-000593,CUS-000593,Karachi,Residential,231.8,210.5,0.908,0.365,1.5,1,0
MTR-001910,CUS-001910,Islamabad,Residential,111.8,106.1,0.949,0.268,3.97,1,0
MTR-000726,CUS-000726,Lahore,Industrial,6841.6,6525.1,0.954,0.275,1.26,0,0
MTR-000826,CUS-000826,Lahore,Residential,105.0,106.5,1.014,0.25,2.2,0,0
MTR-001674,CUS-001674,Peshawar,Residential,228.7,243.2,1.063,0.262,0.1,0,0
MTR-000687,CUS-000687,Peshawar,Residential,298.1,72.0,0.242,0.586,6.27,1,1
MTR-002215,CUS-002215,Multan,Residential,162.0,164.6,1.016,0.433,1.85,0,0
MTR-000136,CUS-000136,Faisalabad,Residential,180.7,185.1,1.024,0.444,1.57,0,0
MTR-002764,CUS-002764,Lahore,Residential,215.7,281.3,1.304,0.387,1.26,0,0
MTR-000628,CUS-000628,Karachi,Residential,185.3,169.2,0.913,0.337,1.48,0,0
MTR-000334,CUS-000334,Karachi,Residential,176.6,175.8,0.996,0.185,2.63,0,0
MTR-000390,CUS-000390,Multan,Residential,67.5,53.0,0.786,0.285,0.1,0,0
MTR-002309,CUS-002309,Lahore,Commercial,896.6,855.4,0.954,0.473,0.14,0,0
MTR-001109,CUS-001109,Lahore,Commercial,1094.8,976.7,0.892,0.265,1.51,2,0
MTR-001737,CUS-001737,Multan,Residential,262.7,239.7,0.912,0.421,1.88,2,0
MTR-002698,CUS-002698,Karachi,Residential,138.4,118.7,0.858,0.304,1.22,0,0
MTR-000710,CUS-000710,Peshawar,Commercial,685.1,158.1,0.231,0.833,6.25,2,1
MTR-001039,CUS-001039,Lahore,Commercial,918.8,932.3,1.015,0.351,2.62,0,0
MTR-002714,CUS-002714,Rawalpindi,Industrial,6598.6,7161.1,1.085,0.401,2.98,1,0
MTR-001850,CUS-001850,Karachi,Industrial,7562.6,6862.4,0.907,0.296,3.32,1,0
MTR-002595,CUS-002595,Peshawar,Industrial,4800.5,3632.4,0.757,0.399,0.68,1,0
MTR-001561,CUS-001561,Multan,Residential,142.2,144.1,1.013,0.167,1.23,0,0
MTR-002757,CUS-002757,Islamabad,Commercial,687.6,726.3,1.056,0.189,1.12,0,0
MTR-001594,CUS-001594,Karachi,Residential,197.2,213.1,1.081,0.316,3.01,1,0
MTR-002750,CUS-002750,Karachi,Residential,283.2,248.5,0.877,0.338,1.37,0,0
MTR-001112,CUS-001112,Lahore,Commercial,608.5,564.3,0.927,0.409,2.31,0,0
MTR-000465,CUS-000465,Karachi,Commercial,1317.3,1141.9,0.867,0.351,0.59,0,0
MTR-001560,CUS-001560,Lahore,Residential,241.6,220.2,0.911,0.205,1.36,1,0
MTR-001223,CUS-001223,Peshawar,Residential,249.2,225.6,0.905,0.317,1.1,0,0
MTR-001953,CUS-001953,Karachi,Residential,231.9,217.7,0.939,0.348,2.68,0,0
MTR-002966,CUS-002966,Faisalabad,Industrial,4085.8,3962.5,0.97,0.15,0.75,0,0
MTR-002348,CUS-002348,Faisalabad,Commercial,770.7,781.3,1.014,0.297,3.78,0,0
MTR-001508,CUS-001508,Faisalabad,Residential,193.7,174.0,0.899,0.273,2.22,2,0
MTR-001104,CUS-001104,Islamabad,Commercial,1070.2,1052.3,0.983,0.248,1.27,0,0
MTR-001988,CUS-001988,Rawalpindi,Residential,203.5,181.4,0.891,0.34,2.34,0,0
MTR-000338,CUS-000338,Faisalabad,Residential,242.8,191.7,0.789,0.208,1.19,1,0
MTR-000215,CUS-000215,Islamabad,Residential,228.4,243.2,1.065,0.333,0.94,0,0
MTR-001615,CUS-001615,Rawalpindi,Industrial,4247.9,3910.0,0.92,0.345,2.7,0,0
MTR-001916,CUS-001916,Islamabad,Residential,163.0,30.2,0.185,0.774,7.29,2,1
MTR-002514,CUS-002514,Karachi,Residential,136.1,145.3,1.067,0.21,2.38,0,0
MTR-002804,CUS-002804,Multan,Residential,207.1,200.9,0.97,0.18,0.77,2,0
MTR-001592,CUS-001592,Peshawar,Industrial,7248.6,7642.5,1.054,0.322,1.18,0,0
MTR-002240,CUS-002240,Islamabad,Commercial,630.1,661.7,1.05,0.277,3.53,0,0
MTR-001684,CUS-001684,Multan,Residential,62.1,53.9,0.869,0.532,2.79,0,0
MTR-002522,CUS-002522,Multan,Residential,146.2,48.1,0.329,0.753,6.86,3,1
MTR-000816,CUS-000816,Lahore,Residential,147.3,114.9,0.78,0.305,1.29,0,0
MTR-001067,CUS-001067,Faisalabad,Residential,74.7,71.1,0.952,0.286,2.19,0,0
MTR-002003,CUS-002003,Karachi,Residential,54.0,51.0,0.944,0.203,1.86,1,0
MTR-000274,CUS-000274,Lahore,Industrial,3615.9,3278.9,0.907,0.345,4.09,0,0
MTR-002244,CUS-002244,Islamabad,Residential,143.6,164.7,1.147,0.294,1.27,0,0
MTR-000865,CUS-000865,Multan,Residential,144.6,149.8,1.036,0.294,2.6,0,0
MTR-000101,CUS-000101,Islamabad,Residential,152.6,126.8,0.831,0.308,2.3,0,0
MTR-001501,CUS-001501,Karachi,Residential,113.4,96.2,0.848,0.318,0.34,1,0
MTR-002149,CUS-002149,Lahore,Residential,249.1,313.5,1.259,0.161,0.1,0,0
MTR-000171,CUS-000171,Karachi,Residential,108.3,102.1,0.943,0.367,1.62,1,0
MTR-000107,CUS-000107,Islamabad,Residential,155.8,140.9,0.904,0.232,2.42,1,0
MTR-001862,CUS-001862,Karachi,Residential,151.6,172.6,1.139,0.289,3.59,0,0
MTR-001521,CUS-001521,Multan,Commercial,757.8,596.2,0.787,0.403,1.22,1,0
MTR-002987,CUS-002987,Faisalabad,Residential,201.9,235.5,1.166,0.442,2.47,0,0
MTR-002202,CUS-002202,Faisalabad,Residential,135.0,122.1,0.904,0.164,1.71,2,0
MTR-002054,CUS-002054,Peshawar,Commercial,627.2,666.0,1.062,0.302,3.73,0,0
MTR-001764,CUS-001764,Rawalpindi,Residential,133.3,125.6,0.943,0.322,1.96,0,0
MTR-002033,CUS-002033,Rawalpindi,Residential,132.5,107.5,0.811,0.179,1.56,1,0
MTR-001962,CUS-001962,Rawalpindi,Residential,201.8,206.1,1.021,0.364,2.17,0,0
MTR-002250,CUS-002250,Peshawar,Commercial,512.1,570.3,1.114,0.309,2.19,0,0
MTR-002340,CUS-002340,Lahore,Residential,88.8,63.8,0.718,0.316,3.4,1,0
MTR-002575,CUS-002575,Islamabad,Industrial,5336.2,4596.1,0.861,0.227,2.01,0,0
MTR-001924,CUS-001924,Faisalabad,Residential,227.6,261.4,1.149,0.333,2.43,0,0
MTR-000295,CUS-000295,Rawalpindi,Commercial,458.1,480.0,1.048,0.367,0.35,0,0
MTR-000712,CUS-000712,Lahore,Residential,126.2,133.2,1.056,0.31,0.84,2,0
MTR-000072,CUS-000072,Rawalpindi,Residential,165.0,183.4,1.112,0.259,1.62,1,0
MTR-001952,CUS-001952,Multan,Commercial,970.3,1024.8,1.056,0.265,2.1,1,0
MTR-002269,CUS-002269,Multan,Residential,171.5,174.5,1.018,0.318,1.24,1,0
MTR-002561,CUS-002561,Faisalabad,Residential,241.8,274.2,1.134,0.304,2.28,0,0
MTR-002885,CUS-002885,Rawalpindi,Residential,240.1,228.9,0.953,0.372,1.48,1,0
MTR-000481,CUS-000481,Karachi,Residential,218.2,217.8,0.998,0.262,3.7,1,0
MTR-002218,CUS-002218,Multan,Residential,257.6,283.1,1.099,0.203,1.79,0,0
MTR-001530,CUS-001530,Rawalpindi,Residential,207.3,188.3,0.908,0.329,2.43,1,0
MTR-002115,CUS-002115,Karachi,Residential,255.9,299.7,1.171,0.262,1.78,0,0
MTR-001514,CUS-001514,Islamabad,Residential,15.0,15.5,1.035,0.363,1.91,0,0
MTR-002960,CUS-002960,Islamabad,Residential,226.5,195.3,0.862,0.301,2.55,0,0
MTR-001490,CUS-001490,Peshawar,Industrial,3125.7,3053.1,0.977,0.352,2.14,0,0
MTR-001171,CUS-001171,Faisalabad,Residential,214.5,178.8,0.834,0.219,1.48,0,0
MTR-002452,CUS-002452,Rawalpindi,Commercial,1247.0,1259.9,1.01,0.311,2.34,0,0
MTR-002429,CUS-002429,Karachi,Residential,250.1,238.7,0.955,0.244,1.84,0,0
MTR-002073,CUS-002073,Rawalpindi,Residential,118.5,106.2,0.896,0.202,2.58,1,0
MTR-002216,CUS-002216,Karachi,Residential,162.0,28.6,0.177,0.804,6.5,2,1
MTR-002271,CUS-002271,Peshawar,Residential,127.7,115.6,0.905,0.256,2.99,0,0
MTR-000405,CUS-000405,Lahore,Residential,166.6,163.0,0.978,0.4,0.94,0,0
MTR-000757,CUS-000757,Karachi,Commercial,1217.3,1163.0,0.955,0.254,0.1,0,0
MTR-001956,CUS-001956,Rawalpindi,Residential,195.8,162.4,0.83,0.198,4.26,0,0
MTR-002184,CUS-002184,Peshawar,Industrial,4116.4,4127.0,1.003,0.311,2.52,1,0
MTR-001951,CUS-001951,Rawalpindi,Residential,167.7,147.9,0.882,0.302,2.38,0,0
MTR-000097,CUS-000097,Faisalabad,Residential,150.9,167.6,1.111,0.261,1.29,0,0
MTR-001333,CUS-001333,Islamabad,Residential,126.3,142.5,1.128,0.287,0.1,0,0
MTR-002389,CUS-002389,Islamabad,Commercial,1298.4,1258.3,0.969,0.378,0.1,0,0
MTR-000743,CUS-000743,Multan,Commercial,884.2,1051.4,1.189,0.354,1.66,1,0
MTR-000806,CUS-000806,Rawalpindi,Commercial,958.2,942.0,0.983,0.347,2.15,0,0
MTR-002769,CUS-002769,Multan,Residential,191.9,162.0,0.844,0.205,3.69,0,0
MTR-001896,CUS-001896,Faisalabad,Residential,78.8,29.9,0.38,0.844,4.6,1,1
MTR-002499,CUS-002499,Multan,Residential,179.3,214.0,1.194,0.384,2.67,0,0
MTR-001535,CUS-001535,Karachi,Residential,147.2,164.8,1.119,0.341,1.47,0,0
MTR-002050,CUS-002050,Peshawar,Residential,113.0,102.6,0.908,0.207,1.54,1,0
MTR-002010,CUS-002010,Peshawar,Residential,34.4,29.3,0.852,0.376,0.53,1,0
MTR-000148,CUS-000148,Lahore,Commercial,1488.9,1426.3,0.958,0.26,0.77,0,0
MTR-002554,CUS-002554,Multan,Residential,163.0,211.4,1.297,0.284,0.76,0,0
MTR-002053,CUS-002053,Islamabad,Residential,211.8,181.9,0.859,0.166,1.64,0,0
MTR-001902,CUS-001902,Multan,Residential,106.2,116.7,1.098,0.201,0.34,0,0
MTR-001315,CUS-001315,Peshawar,Commercial,1263.2,1249.2,0.989,0.335,1.19,1,0
MTR-000692,CUS-000692,Karachi,Residential,376.6,419.3,1.113,0.38,1.96,1,0
MTR-000818,CUS-000818,Lahore,Industrial,1074.3,911.9,0.849,0.355,0.1,0,0
MTR-001728,CUS-001728,Islamabad,Residential,183.2,177.7,0.97,0.352,3.48,0,0
MTR-001386,CUS-001386,Faisalabad,Residential,201.4,179.7,0.892,0.295,3.78,0,0
MTR-002281,CUS-002281,Faisalabad,Commercial,1126.1,1012.4,0.899,0.267,3.03,0,0
MTR-002733,CUS-002733,Peshawar,Residential,205.2,223.3,1.088,0.323,2.39,0,0
MTR-001599,CUS-001599,Multan,Commercial,829.0,717.7,0.866,0.366,2.33,0,0
MTR-002610,CUS-002610,Rawalpindi,Commercial,1085.2,1122.9,1.035,0.3,2.53,0,0
MTR-002457,CUS-002457,Faisalabad,Residential,235.6,237.2,1.007,0.397,2.09,0,0
MTR-000701,CUS-000701,Rawalpindi,Commercial,1393.0,1233.6,0.886,0.283,2.18,0,0
MTR-001878,CUS-001878,Rawalpindi,Residential,155.5,141.7,0.911,0.222,0.34,1,0
MTR-002656,CUS-002656,Multan,Residential,226.6,235.7,1.04,0.299,2.12,0,0
MTR-000921,CUS-000921,Karachi,Residential,87.7,87.4,0.997,0.308,2.5,1,0
MTR-001424,CUS-001424,Islamabad,Residential,203.3,204.2,1.005,0.293,2.34,0,0
MTR-001708,CUS-001708,Faisalabad,Residential,228.9,222.5,0.972,0.402,3.15,0,0
MTR-000905,CUS-000905,Islamabad,Residential,159.6,153.9,0.964,0.364,3.47,0,0
MTR-000454,CUS-000454,Rawalpindi,Residential,227.2,226.6,0.997,0.186,1.47,0,0
MTR-002185,CUS-002185,Rawalpindi,Residential,94.8,111.2,1.173,0.423,0.87,0,0
MTR-002304,CUS-002304,Lahore,Residential,169.8,180.6,1.063,0.081,3.26,0,0
MTR-001771,CUS-001771,Peshawar,Commercial,1177.3,1158.8,0.984,0.472,2.67,0,0
MTR-000167,CUS-000167,Islamabad,Commercial,873.4,760.0,0.87,0.277,1.43,0,0
MTR-000730,CUS-000730,Multan,Residential,192.1,182.4,0.95,0.285,1.78,1,0
MTR-002188,CUS-002188,Karachi,Residential,206.2,183.4,0.89,0.295,1.7,1,0
MTR-001310,CUS-001310,Lahore,Residential,295.5,267.3,0.904,0.331,2.27,0,0
MTR-000026,CUS-000026,Faisalabad,Residential,229.5,178.0,0.776,0.3,3.44,0,0
MTR-002059,CUS-002059,Islamabad,Residential,127.2,127.0,0.999,0.289,1.1,0,0
MTR-001652,CUS-001652,Karachi,Residential,144.6,180.5,1.248,0.405,2.29,0,0
MTR-001622,CUS-001622,Peshawar,Residential,179.1,183.3,1.024,0.345,2.26,0,0
MTR-000587,CUS-000587,Multan,Commercial,1186.6,1290.2,1.087,0.223,0.1,0,0
MTR-002016,CUS-002016,Peshawar,Residential,268.3,299.2,1.115,0.359,4.5,0,0
MTR-000997,CUS-000997,Karachi,Residential,121.3,117.1,0.966,0.342,2.21,1,0
MTR-001176,CUS-001176,Karachi,Commercial,1219.5,1187.3,0.974,0.256,3.16,0,0
MTR-001700,CUS-001700,Lahore,Commercial,915.3,761.9,0.832,0.363,0.38,0,0
MTR-001040,CUS-001040,Multan,Residential,148.1,151.6,1.024,0.287,3.93,0,0
MTR-000033,CUS-000033,Multan,Industrial,3575.5,3599.5,1.007,0.282,1.65,0,0
MTR-001809,CUS-001809,Peshawar,Residential,230.5,206.8,0.897,0.28,0.1,0,0
MTR-002626,CUS-002626,Karachi,Residential,178.2,202.8,1.138,0.106,0.58,0,0
MTR-001379,CUS-001379,Peshawar,Residential,253.5,229.9,0.907,0.258,0.77,0,0
MTR-000041,CUS-000041,Lahore,Commercial,1011.4,1357.0,1.342,0.357,1.23,0,0
MTR-001791,CUS-001791,Islamabad,Residential,148.7,155.9,1.048,0.298,0.71,0,0
MTR-002189,CUS-002189,Lahore,Residential,135.0,134.6,0.997,0.197,2.81,1,0
MTR-002606,CUS-002606,Faisalabad,Residential,235.7,290.5,1.233,0.377,2.18,0,0
MTR-001972,CUS-001972,Karachi,Industrial,2354.7,1709.6,0.726,0.276,2.51,1,0
MTR-002289,CUS-002289,Multan,Industrial,7197.6,6950.4,0.966,0.202,2.43,1,0
MTR-001925,CUS-001925,Peshawar,Commercial,1413.1,1339.6,0.948,0.476,1.75,0,0
MTR-000609,CUS-000609,Karachi,Residential,184.4,180.4,0.978,0.216,0.44,0,0
MTR-001132,CUS-001132,Karachi,Residential,185.2,190.2,1.027,0.37,0.49,0,0
MTR-000028,CUS-000028,Lahore,Residential,172.8,168.4,0.975,0.238,0.53,1,0
MTR-000441,CUS-000441,Faisalabad,Residential,211.6,247.2,1.168,0.311,0.91,0,0
MTR-002355,CUS-002355,Islamabad,Commercial,948.7,998.3,1.052,0.228,3.69,0,0
MTR-002798,CUS-002798,Multan,Residential,202.3,214.0,1.058,0.201,0.5,1,0
MTR-000493,CUS-000493,Multan,Residential,231.8,244.7,1.055,0.342,3.48,1,0
MTR-001258,CUS-001258,Islamabad,Residential,125.2,105.8,0.845,0.332,0.95,1,0
MTR-001301,CUS-001301,Karachi,Residential,119.5,122.4,1.024,0.392,0.64,1,0
MTR-002365,CUS-002365,Karachi,Residential,252.7,259.9,1.028,0.297,2.42,1,0
MTR-001382,CUS-001382,Islamabad,Residential,83.0,71.8,0.865,0.478,3.27,0,0
MTR-001304,CUS-001304,Faisalabad,Residential,255.3,282.4,1.106,0.321,0.38,0,0
MTR-000236,CUS-000236,Lahore,Residential,165.0,124.7,0.756,0.345,1.91,1,0
MTR-000551,CUS-000551,Karachi,Residential,155.0,201.9,1.302,0.191,3.19,0,0
MTR-000520,CUS-000520,Islamabad,Residential,278.4,277.1,0.995,0.251,2.91,0,0
MTR-002446,CUS-002446,Rawalpindi,Residential,159.4,143.0,0.897,0.342,0.46,0,0
MTR-001232,CUS-001232,Islamabad,Residential,149.1,160.2,1.074,0.293,1.8,0,0
MTR-001138,CUS-001138,Lahore,Commercial,1550.8,1667.3,1.075,0.315,0.39,0,0
MTR-000720,CUS-000720,Rawalpindi,Residential,95.7,119.2,1.246,0.235,2.37,0,0
